"subgroup","n_Control","n_NWSH","mean_Control","mean_NWSH","sd_Control","sd_NWSH","RD","SE","ci.lb","ci.ub","z","P-value","int_Pval","Y","V"
"0",121,208,-0.318364057808731,-0.16164092003443,0.594445147769316,0.633144653208592,0.2272,0.0804,0.0696,0.3848,2.8259,0.0047,0.0476452943253506,"d23_ratio_th1_th2","diar7d_t2"
"1",30,25,-0.178375673778446,-0.0119313816632303,0.593809521322119,0.442411460983854,0.3445,0.1293,0.091,0.598,2.6634,0.0077,NA,"d23_ratio_th1_th2","diar7d_t2"
"0",138,216,-0.282659193483791,-0.154423317688121,0.606935786173012,0.626599981542037,0.1855,0.076,0.0366,0.3345,2.4417,0.0146,0.0519300421406092,"d23_ratio_th1_th2","diar7d_t3"
"1",13,17,-0.374334808265129,-0.033185840476946,0.459519906134155,0.469816719322167,0.312,0.1294,0.0585,0.5655,2.4121,0.0159,NA,"d23_ratio_th1_th2","diar7d_t3"
"0",101,162,-0.315364924447225,-0.191026819392845,0.638124437850405,0.650802374477,0.187,0.0871,0.0163,0.3577,2.147,0.0318,0.0425386102207777,"d23_ratio_th1_th2","fever7d_t2"
"1",50,71,-0.240429276780801,-0.0418767770014259,0.498825341763244,0.519471037200309,0.3142,0.1448,0.0303,0.5981,2.169,0.0301,NA,"d23_ratio_th1_th2","fever7d_t2"
"0",121,184,-0.282437573668569,-0.118645414274869,0.643136509330856,0.59376571248654,0.2294,0.0837,0.0654,0.3934,2.7413,0.0061,0.0270048099942247,"d23_ratio_th1_th2","fever7d_t3"
"1",30,49,-0.323279159810431,-0.246711013921763,0.343688906481961,0.692602454738338,0.3631,0.1438,0.0812,0.645,2.5244,0.0116,NA,"d23_ratio_th1_th2","fever7d_t3"
"0",107,164,-0.265149588251125,-0.142997337187839,0.638488584398192,0.641858758799465,0.1816,0.0938,-0.0023,0.3655,1.9355,0.0529,0.168162529208208,"d23_ratio_th1_th2","ch_pos_giardia"
"1",39,61,-0.319839396030166,-0.142198083422127,0.436496839756428,0.588094088287259,0.2189,0.0965,0.0298,0.408,2.2684,0.0233,NA,"d23_ratio_th1_th2","ch_pos_giardia"
"0",146,224,-0.27975850950717,-0.142303556064786,0.590373245823957,0.627804953836764,0.1915,0.0767,0.0411,0.3419,2.4955,0.0126,0.168039981618449,"d23_ratio_th1_th2","ch_pos_entamoeba"
"1",NA,1,NA,-0.249649829043127,NA,NA,0.3248,0.1295,0.071,0.5787,2.5081,0.0121,NA,"d23_ratio_th1_th2","ch_pos_entamoeba"
"0",143,222,-0.286165766166313,-0.139418288790934,0.586042180881435,0.625936214379338,0.2029,0.0755,0.0549,0.3508,2.6876,0.0072,0.174725439785859,"d23_ratio_th1_th2","ch_pos_crypto"
"1",3,3,0.0256540579120024,-0.391595425322638,0.861228575347316,0.751431394530717,-0.4521,0.4353,-1.3053,0.4011,-1.0386,0.299,NA,"d23_ratio_th1_th2","ch_pos_crypto"
"0",43,NA,-0.433674321027635,NA,0.852662697129877,NA,0.1529,0.0701,0.0155,0.2903,2.1804,0.0292,0.141667760367762,"d23_ratio_th1_th2","ch_qpcr_pos_trichuris"
"1",2,NA,-0.187633814578939,NA,0.816150655118538,NA,0.1537,0.1006,-0.0435,0.3509,1.5274,0.1267,NA,"d23_ratio_th1_th2","ch_qpcr_pos_trichuris"
"0",38,NA,-0.466440335601808,NA,0.88742424100147,NA,0.1522,0.07,0.015,0.2894,2.1743,0.0297,0.167127652029104,"d23_ratio_th1_th2","ch_qpcr_pos_ascaris"
"1",7,NA,-0.185504382925353,NA,0.534223212447745,NA,0.1541,0.101,-0.0438,0.3519,1.526,0.127,NA,"d23_ratio_th1_th2","ch_qpcr_pos_ascaris"
"0",122,209,-0.109246900819672,0.106572184210526,0.610737582876083,0.799391493336297,0.2582,0.0891,0.0836,0.4329,2.8984,0.0038,0.340187969617322,"d23_ratio_il12_il4","diar7d_t2"
"1",30,25,-0.0791029233333333,0.574858036,0.896133775635703,0.851304035124082,0.3642,0.1144,0.14,0.5885,3.1836,0.0015,NA,"d23_ratio_il12_il4","diar7d_t2"
"0",139,217,-0.101933982014388,0.128916599539171,0.683120761367496,0.790864797815694,0.2618,0.0939,0.0777,0.4459,2.7866,0.0053,0.330718893717112,"d23_ratio_il12_il4","diar7d_t3"
"1",13,17,-0.117875853846154,0.510007958823529,0.580393124845703,1.05525273188419,0.3917,0.1225,0.1515,0.6319,3.1963,0.0014,NA,"d23_ratio_il12_il4","diar7d_t3"
"0",101,163,-0.177459532673267,0.0887915435582822,0.648976053908356,0.880008031627829,0.3091,0.1148,0.0842,0.534,2.6935,0.0071,0.358193410779341,"d23_ratio_il12_il4","fever7d_t2"
"1",51,71,0.0435726117647059,0.312281912676056,0.702437741827868,0.624293987869844,0.4066,0.1358,0.1405,0.6727,2.9951,0.0027,NA,"d23_ratio_il12_il4","fever7d_t2"
"0",122,185,-0.0918027598360656,0.197169352432432,0.716991472226042,0.861745683720733,0.3317,0.1102,0.1157,0.5478,3.01,0.0026,0.292252936686805,"d23_ratio_il12_il4","fever7d_t3"
"1",30,49,-0.15004243,0.00344300408163265,0.460830667713938,0.597112326749985,0.4462,0.142,0.1678,0.7245,3.1416,0.0017,NA,"d23_ratio_il12_il4","fever7d_t3"
"0",107,165,-0.0680739831775701,0.139483891515152,0.731301543650401,0.760117027776814,0.2472,0.1109,0.0298,0.4646,2.229,0.0258,0.141158376754497,"d23_ratio_il12_il4","ch_pos_giardia"
"1",40,61,-0.153797785,0.219533363934426,0.491813318211819,0.998252445814017,0.3856,0.1583,0.0753,0.696,2.4356,0.0149,NA,"d23_ratio_il12_il4","ch_pos_giardia"
"0",147,225,-0.091400187755102,0.160989852444444,0.674060980993446,0.831390077247121,0.2836,0.0969,0.0937,0.4736,2.9269,0.0034,0.144387527889889,"d23_ratio_il12_il4","ch_pos_entamoeba"
"1",NA,1,NA,0.1836605,NA,NA,0.4005,0.1283,0.149,0.6521,3.1207,0.0018,NA,"d23_ratio_il12_il4","ch_pos_entamoeba"
"0",144,223,-0.104251536111111,0.162979719282511,0.661343003241225,0.829034372000058,0.2993,0.0965,0.1102,0.4883,3.1024,0.0019,0.154414554534735,"d23_ratio_il12_il4","ch_pos_crypto"
"1",3,3,0.525464533333333,0.0206333,1.1459463322494,1.04673217209634,-0.498,0.5489,-1.5737,0.5778,-0.9073,0.3643,NA,"d23_ratio_il12_il4","ch_pos_crypto"
"0",43,NA,-0.264299202325581,NA,0.943700774081408,NA,0.2124,0.0899,0.0361,0.3887,2.3618,0.0182,0.0310434376970555,"d23_ratio_il12_il4","ch_qpcr_pos_trichuris"
"1",2,NA,-0.44023875,NA,1.04355844072343,NA,0.393,0.153,0.0931,0.693,2.5681,0.0102,NA,"d23_ratio_il12_il4","ch_qpcr_pos_trichuris"
"0",38,NA,-0.306191494736842,NA,0.999409609912518,NA,0.2126,0.09,0.0362,0.3889,2.3628,0.0181,0.0242752627587786,"d23_ratio_il12_il4","ch_qpcr_pos_ascaris"
"1",7,NA,-0.0871523428571429,NA,0.46765946887002,NA,0.3937,0.1524,0.095,0.6923,2.5837,0.0098,NA,"d23_ratio_il12_il4","ch_qpcr_pos_ascaris"
"0",122,209,0.00297423606557377,0.0450816344497608,0.683326608743564,0.67709302917377,0.0282,0.0863,-0.141,0.1974,0.3267,0.7439,0.00589400767660648,"d23_ratio_ifn_il4","diar7d_t2"
"1",30,26,-0.160608283333333,0.443245346153846,0.673733882794855,0.652900327390513,0.02,0.0869,-0.1503,0.1902,0.2297,0.8183,NA,"d23_ratio_ifn_il4","diar7d_t2"
"0",139,218,-0.0305862374100719,0.0844481036697248,0.680969699220498,0.695829151033761,0.1009,0.0892,-0.074,0.2758,1.131,0.258,0.0101104103750623,"d23_ratio_ifn_il4","diar7d_t3"
"1",13,17,-0.0156849769230769,0.149220823529412,0.725209191521699,0.533187547355572,0.0925,0.0899,-0.0836,0.2687,1.03,0.303,NA,"d23_ratio_ifn_il4","diar7d_t3"
"0",101,163,-0.0619397336633663,0.0410611576687117,0.721677103757018,0.679387183240409,0.0779,0.1034,-0.1247,0.2805,0.7537,0.451,0.00751769534687758,"d23_ratio_ifn_il4","fever7d_t2"
"1",51,72,0.0353043411764706,0.1979648875,0.598412208774108,0.688723466777428,0.0689,0.1043,-0.1355,0.2732,0.6605,0.509,NA,"d23_ratio_ifn_il4","fever7d_t2"
"0",122,185,0.00223891967213114,0.104304158378378,0.701990389672227,0.695430074794239,0.0912,0.0922,-0.0895,0.2719,0.9892,0.3226,0.0108270533520436,"d23_ratio_ifn_il4","fever7d_t3"
"1",30,50,-0.157617996666667,0.033003426,0.589100210692969,0.646729947545442,0.0826,0.0924,-0.0985,0.2638,0.8943,0.3712,NA,"d23_ratio_ifn_il4","fever7d_t3"
"0",107,165,-0.0175197271028037,0.104588107878788,0.722001331666211,0.700175839849435,0.1078,0.1075,-0.103,0.3186,1.0023,0.3162,0.0960034759991853,"d23_ratio_ifn_il4","ch_pos_giardia"
"1",40,62,-0.0199118,0.0589133129032258,0.569545592952168,0.667106413934403,0.0549,0.1229,-0.186,0.2958,0.4469,0.655,NA,"d23_ratio_ifn_il4","ch_pos_giardia"
"0",147,226,-0.018170631292517,0.0909828876106195,0.681996362150554,0.691458222070164,0.0925,0.0897,-0.0833,0.2683,1.0317,0.3022,0.090548490159269,"d23_ratio_ifn_il4","ch_pos_entamoeba"
"1",NA,1,NA,0.3475306,NA,NA,0.0838,0.0902,-0.093,0.2606,0.9287,0.353,NA,"d23_ratio_ifn_il4","ch_pos_entamoeba"
"0",144,224,-0.03294628125,0.096503746875,0.66532774641086,0.679958062380697,0.1131,0.0876,-0.0585,0.2848,1.292,0.1963,0.0983069669835446,"d23_ratio_ifn_il4","ch_pos_crypto"
"1",3,3,0.691060566666667,-0.235725366666667,1.23822258968094,1.45121487522985,-0.9053,0.8609,-2.5928,0.7821,-1.0516,0.293,NA,"d23_ratio_ifn_il4","ch_pos_crypto"
"0",43,NA,-0.138035455813953,NA,0.968810071581684,NA,0.0603,0.0772,-0.091,0.2116,0.7812,0.4347,0.458304807556914,"d23_ratio_ifn_il4","ch_qpcr_pos_trichuris"
"1",2,NA,-0.42723185,NA,0.208007551211981,NA,0.2388,0.1206,0.0025,0.4751,1.9806,0.0476,NA,"d23_ratio_ifn_il4","ch_qpcr_pos_trichuris"
"0",38,NA,-0.169531781578947,NA,1.02056172508746,NA,0.0605,0.0773,-0.0909,0.212,0.7834,0.4334,0.440134139099637,"d23_ratio_ifn_il4","ch_qpcr_pos_ascaris"
"1",7,NA,-0.0496829428571429,NA,0.408633861602306,NA,0.2374,0.1202,0.0019,0.4729,1.9757,0.0482,NA,"d23_ratio_ifn_il4","ch_qpcr_pos_ascaris"
"0",122,210,-0.0242726254098361,0.136069491904762,0.844636557004988,1.1421594648707,0.2958,0.1182,0.0641,0.5275,2.5023,0.0123,0.0632336769919815,"d23_ratio_il12_il5","diar7d_t2"
"1",30,25,0.305945073333333,0.145503432,1.02448195177302,0.828574401829902,0.3053,0.1216,0.067,0.5436,2.5114,0.012,NA,"d23_ratio_il12_il5","diar7d_t2"
"0",139,218,0.0572626482014388,0.123494312385321,0.917208735336463,1.12727174302951,0.1814,0.1162,-0.0463,0.4091,1.5616,0.1184,0.0703748619257527,"d23_ratio_il12_il5","diar7d_t3"
"1",13,17,-0.134032015384615,0.311201117647059,0.48778113397913,0.895079444568922,0.19,0.1191,-0.0434,0.4235,1.5955,0.1106,NA,"d23_ratio_il12_il5","diar7d_t3"
"0",101,164,-0.0229197940594059,0.0951170493902439,0.934405853594521,1.22153426497492,0.2397,0.1408,-0.0363,0.5157,1.7025,0.0887,0.0756655657055067,"d23_ratio_il12_il5","fever7d_t2"
"1",51,71,0.167293943137255,0.233985676056338,0.785470141629411,0.801337509194043,0.2478,0.1441,-0.0346,0.5302,1.7197,0.0855,NA,"d23_ratio_il12_il5","fever7d_t2"
"0",122,186,0.0277744901639344,0.183047150537634,0.954076777055063,1.13603020233253,0.2657,0.1283,0.0142,0.5171,2.071,0.0384,0.0517998103005508,"d23_ratio_il12_il5","fever7d_t3"
"1",30,49,0.0942868033333333,-0.0374406306122449,0.561323218145117,1.00504311780684,0.2734,0.1303,0.0179,0.5288,2.0975,0.0359,NA,"d23_ratio_il12_il5","fever7d_t3"
"0",107,165,0.0383319728971963,0.152212642424242,0.910125436555861,1.16030645101733,0.2343,0.1369,-0.034,0.5026,1.7117,0.087,0.929025676157296,"d23_ratio_il12_il5","ch_pos_giardia"
"1",40,62,0.0709999375,0.101912614516129,0.851637141787154,1.0507509356616,0.1352,0.1723,-0.2025,0.4729,0.7846,0.4327,NA,"d23_ratio_il12_il5","ch_pos_giardia"
"0",147,226,0.0472212149659864,0.140091311504425,0.891819826451622,1.13161364683293,0.2096,0.1151,-0.0159,0.4352,1.8215,0.0685,0.985879289933259,"d23_ratio_il12_il5","ch_pos_entamoeba"
"1",NA,1,NA,-0.2269683,NA,NA,0.2181,0.1181,-0.0134,0.4497,1.8463,0.0649,NA,"d23_ratio_il12_il5","ch_pos_entamoeba"
"0",144,224,0.0526143923611111,0.147387268303571,0.898638484018384,1.1339204238044,0.2156,0.1163,-0.0124,0.4436,1.8533,0.0638,0.981415492309438,"d23_ratio_il12_il5","ch_pos_crypto"
"1",3,3,-0.2116513,-0.527026666666667,0.466355966029352,0.302780838448478,-0.2381,0.2956,-0.8176,0.3413,-0.8054,0.4206,NA,"d23_ratio_il12_il5","ch_pos_crypto"
"0",43,NA,-0.184604827906977,NA,1.36198359266762,NA,0.1556,0.0965,-0.0335,0.3447,1.6129,0.1068,0.306638097695432,"d23_ratio_il12_il5","ch_qpcr_pos_trichuris"
"1",2,NA,1.17255185,NA,2.02103442934311,NA,-0.3315,0.136,-0.5979,-0.065,-2.4382,0.0148,NA,"d23_ratio_il12_il5","ch_qpcr_pos_trichuris"
"0",38,NA,-0.187646594736842,NA,1.47758064743912,NA,0.1596,0.0975,-0.0314,0.3507,1.6381,0.1014,0.501249339245182,"d23_ratio_il12_il5","ch_qpcr_pos_ascaris"
"1",7,NA,0.219666671428571,NA,0.790975216513477,NA,-0.2514,0.1434,-0.5325,0.0297,-1.7531,0.0796,NA,"d23_ratio_il12_il5","ch_qpcr_pos_ascaris"
"0",122,210,0.0879485163934426,0.0764427766666667,0.7970685336588,0.860878965858834,0.0771,0.0939,-0.1069,0.2611,0.821,0.4117,0.0440265917987509,"d23_ratio_ifn_il5","diar7d_t2"
"1",30,26,0.224439743333333,0.0651779269230769,0.740306379257352,0.639213610732129,0.0823,0.0951,-0.1042,0.2688,0.8649,0.3871,NA,"d23_ratio_ifn_il5","diar7d_t2"
"0",139,219,0.128610402158273,0.0848884584474886,0.802873680241526,0.843666507652986,0.0274,0.0925,-0.1539,0.2088,0.2967,0.7667,0.0451952840699343,"d23_ratio_ifn_il5","diar7d_t3"
"1",13,17,-0.0318411230769231,-0.0495860705882353,0.574016737449885,0.776952913434052,0.0322,0.0938,-0.1516,0.2161,0.3437,0.7311,NA,"d23_ratio_ifn_il5","diar7d_t3"
"0",101,164,0.0926000158415842,0.0496893652439024,0.847890898402756,0.850076195453438,0.0251,0.1142,-0.1987,0.2489,0.22,0.8259,0.0420691339695242,"d23_ratio_ifn_il5","fever7d_t2"
"1",51,72,0.159025680392157,0.133313240277778,0.650756838368222,0.813372561363833,0.0296,0.116,-0.1978,0.2569,0.2551,0.7987,NA,"d23_ratio_ifn_il5","fever7d_t2"
"0",122,186,0.121816189344262,0.09245495,0.830404365784784,0.806715939218285,0.0392,0.1023,-0.1613,0.2398,0.3834,0.7014,0.0407418554741867,"d23_ratio_ifn_il5","fever7d_t3"
"1",30,50,0.0867112066666667,0.01101977,0.579769071878468,0.952469649691382,0.0439,0.1035,-0.1589,0.2467,0.4246,0.6712,NA,"d23_ratio_ifn_il5","fever7d_t3"
"0",107,165,0.0888862224299065,0.117316858181818,0.829637169189187,0.928141737893958,0.1052,0.1127,-0.1157,0.326,0.9334,0.3506,0.977841507891074,"d23_ratio_ifn_il5","ch_pos_giardia"
"1",40,63,0.204885965,-0.0347031841269841,0.647902469931609,0.594642503092462,-0.1714,0.1118,-0.3906,0.0479,-1.5321,0.1255,NA,"d23_ratio_ifn_il5","ch_pos_giardia"
"0",147,227,0.120450778231293,0.0759210533039648,0.783925298079082,0.852468825081085,0.0313,0.089,-0.1432,0.2058,0.3512,0.7255,0.956873117441156,"d23_ratio_ifn_il5","ch_pos_entamoeba"
"1",NA,1,NA,-0.0630981,NA,NA,0.0361,0.0904,-0.1412,0.2133,0.3991,0.6898,NA,"d23_ratio_ifn_il5","ch_pos_entamoeba"
"0",144,225,0.123919652777778,0.0867606102222222,0.790339850353294,0.850027455527269,0.0406,0.0889,-0.1337,0.2149,0.4566,0.6479,0.951637581056115,"d23_ratio_ifn_il5","ch_pos_crypto"
"1",3,3,-0.0460552,-0.783385433333333,0.396653287455733,0.28470306185985,-0.7151,0.2039,-1.1147,-0.3154,-3.5068,0.0005,NA,"d23_ratio_ifn_il5","ch_pos_crypto"
"0",43,NA,-0.0583410837209302,NA,1.18251197676068,NA,0.0199,0.0729,-0.123,0.1629,0.2733,0.7846,0.673339740846301,"d23_ratio_ifn_il5","ch_qpcr_pos_trichuris"
"1",2,NA,1.18555915,NA,1.18548410551709,NA,0.048,0.0873,-0.1231,0.2191,0.5504,0.5821,NA,"d23_ratio_ifn_il5","ch_qpcr_pos_trichuris"
"0",38,NA,-0.0509868447368421,NA,1.26898108781273,NA,0.0244,0.0735,-0.1198,0.1685,0.3312,0.7405,0.868298998338365,"d23_ratio_ifn_il5","ch_qpcr_pos_ascaris"
"1",7,NA,0.257135971428571,NA,0.701151865357094,NA,0.0609,0.0885,-0.1126,0.2344,0.6876,0.4917,NA,"d23_ratio_ifn_il5","ch_qpcr_pos_ascaris"
"0",121,209,-0.193299468595041,0.236949211961723,0.939610541211804,1.19650575824307,0.5197,0.1521,0.2215,0.8178,3.4164,0.0006,0.060283211977066,"d23_ratio_il12_il13","diar7d_t2"
"1",30,25,0.161048863333333,0.36755,0.796165495609975,1.38900978472643,0.5507,0.154,0.2488,0.8525,3.5758,0.0003,NA,"d23_ratio_il12_il13","diar7d_t2"
"0",138,217,-0.108584007246377,0.218203494009217,0.922301064150301,1.19964701659655,0.4142,0.14,0.1398,0.6886,2.9586,0.0031,0.0707074454983937,"d23_ratio_il12_il13","diar7d_t3"
"1",13,17,-0.274859753846154,0.668292770588235,0.934483070787292,1.37869314480843,0.4382,0.1417,0.1604,0.716,3.0921,0.002,NA,"d23_ratio_il12_il13","diar7d_t3"
"0",101,163,-0.0915967485148515,0.28890726993865,0.931025573576913,1.30064856762912,0.4709,0.1606,0.1561,0.7857,2.9318,0.0034,0.0750447137735124,"d23_ratio_il12_il13","fever7d_t2"
"1",50,71,-0.186129964,0.163651412676056,0.907625565371694,0.997384051655012,0.5011,0.1627,0.1823,0.8199,3.0809,0.0021,NA,"d23_ratio_il12_il13","fever7d_t2"
"0",121,185,-0.100361794214876,0.240059754054054,0.967875409228591,1.29878480007145,0.4261,0.1711,0.0908,0.7614,2.491,0.0127,0.0701630084619442,"d23_ratio_il12_il13","fever7d_t3"
"1",30,49,-0.213799756666667,0.291838383673469,0.710072175687628,0.841385840748839,0.4563,0.1725,0.1182,0.7943,2.6451,0.0082,NA,"d23_ratio_il12_il13","fever7d_t3"
"0",107,164,-0.0689763570093458,0.244494244512195,0.863978104872857,1.15969279522051,0.3876,0.1415,0.1103,0.6648,2.7397,0.0062,0.0351714629529718,"d23_ratio_il12_il13","ch_pos_giardia"
"1",39,62,-0.171145448717949,0.303208024193548,1.04971901401791,1.39980575886001,0.5656,0.2752,0.0262,1.105,2.055,0.0399,NA,"d23_ratio_il12_il13","ch_pos_giardia"
"0",146,225,-0.0962681006849315,0.262833444888889,0.914615056610497,1.2295565194101,0.4356,0.1475,0.1465,0.7247,2.9536,0.0031,0.028899788541789,"d23_ratio_il12_il13","ch_pos_entamoeba"
"1",NA,1,NA,-0.2415715,NA,NA,0.4656,0.1493,0.1729,0.7582,3.1176,0.0018,NA,"d23_ratio_il12_il13","ch_pos_entamoeba"
"0",143,223,-0.0877546125874126,0.258566971300448,0.919725326425689,1.23406040032257,0.421,0.1527,0.1217,0.7203,2.7569,0.0058,0.0266627445447678,"d23_ratio_il12_il13","ch_pos_crypto"
"1",3,3,-0.5020777,0.411839666666667,0.580538068456901,0.609958674115307,1.2014,0.2722,0.668,1.7349,4.4142,0,NA,"d23_ratio_il12_il13","ch_pos_crypto"
"0",43,NA,0.0162399906976744,NA,1.14340049844144,NA,0.5115,0.1493,0.2189,0.8041,3.4263,0.0006,0.501162161265749,"d23_ratio_il12_il13","ch_qpcr_pos_trichuris"
"1",2,NA,0.6914921,NA,1.84496024463359,NA,0.6597,0.2193,0.23,1.0895,3.0087,0.0026,NA,"d23_ratio_il12_il13","ch_qpcr_pos_trichuris"
"0",38,NA,0.0654283105263158,NA,1.2135138332529,NA,0.5104,0.1492,0.2181,0.8028,3.4222,0.0006,0.327849368104976,"d23_ratio_il12_il13","ch_qpcr_pos_ascaris"
"1",7,NA,-0.0578531428571429,NA,0.876353415438676,NA,0.648,0.2177,0.2213,1.0746,2.9765,0.0029,NA,"d23_ratio_il12_il13","ch_qpcr_pos_ascaris"
"0",121,209,-0.0796961132231405,0.177028694736842,0.965287364867033,1.02232318734808,0.2794,0.1361,0.0126,0.5462,2.0523,0.0401,0.0961322294549991,"d23_ratio_ifn_il13","diar7d_t2"
"1",30,26,0.0795435266666667,0.0788483461538462,0.871392690354491,1.43520807473581,0.2681,0.1366,0.0004,0.5358,1.9627,0.0497,NA,"d23_ratio_ifn_il13","diar7d_t2"
"0",138,218,-0.0363204927536232,0.155144299082569,0.941081527318177,1.08424298869813,0.2287,0.1347,-0.0353,0.4926,1.6982,0.0895,0.0886040843496588,"d23_ratio_ifn_il13","diar7d_t3"
"1",13,17,-0.172668915384615,0.307505705882353,1.03645163493222,0.923342373606108,0.2171,0.1352,-0.0478,0.482,1.6064,0.1082,NA,"d23_ratio_ifn_il13","diar7d_t3"
"0",101,163,0.0239230613861386,0.243189996932515,0.968719442523275,1.04056843696657,0.2335,0.1502,-0.0608,0.5278,1.555,0.12,0.113280204243054,"d23_ratio_ifn_il13","fever7d_t2"
"1",50,72,-0.193463062,-0.00820715694444444,0.892387314915882,1.12926184316892,0.2224,0.1515,-0.0746,0.5194,1.4678,0.1422,NA,"d23_ratio_ifn_il13","fever7d_t2"
"0",121,185,-0.0050881305785124,0.148968294594595,1.00177342193519,1.09093209806209,0.196,0.1447,-0.0876,0.4796,1.3545,0.1756,0.0858193298398146,"d23_ratio_ifn_il13","fever7d_t3"
"1",30,50,-0.221375336666667,0.229798394,0.666772868455614,1.0088074926713,0.1846,0.1447,-0.0991,0.4682,1.2755,0.2021,NA,"d23_ratio_ifn_il13","fever7d_t3"
"0",107,164,-0.0184220887850467,0.209374853658537,0.804467444808668,1.08483423567331,0.2657,0.1277,0.0153,0.5161,2.0801,0.0375,0.0455177962146149,"d23_ratio_ifn_il13","ch_pos_giardia"
"1",39,63,-0.0324155692307692,0.0809250809523809,1.25173329523329,1.09081455512862,0.115,0.2592,-0.3929,0.623,0.4439,0.6571,NA,"d23_ratio_ifn_il13","ch_pos_giardia"
"0",146,226,-0.0221600732876712,0.174838307079646,0.94008498624792,1.08789064531871,0.2233,0.1303,-0.0321,0.4787,1.7137,0.0866,0.0365491311193566,"d23_ratio_ifn_il13","ch_pos_entamoeba"
"1",NA,1,NA,-0.0777013,NA,NA,0.2111,0.131,-0.0457,0.4678,1.6112,0.1071,NA,"d23_ratio_ifn_il13","ch_pos_entamoeba"
"0",143,224,-0.0155659160839161,0.173970148214286,0.946688246833452,1.09053444528263,0.213,0.1348,-0.0513,0.4773,1.5794,0.1143,0.0330899953497642,"d23_ratio_ifn_il13","ch_pos_crypto"
"1",3,3,-0.336481566666667,0.155480966666667,0.53828887620907,0.756692479681438,0.7396,0.4849,-0.2107,1.69,1.5254,0.1272,NA,"d23_ratio_ifn_il13","ch_pos_crypto"
"0",43,NA,0.14250376744186,NA,1.24258195100762,NA,0.3265,0.1101,0.1108,0.5422,2.9666,0.003,0.378681266961959,"d23_ratio_ifn_il13","ch_qpcr_pos_trichuris"
"1",2,NA,0.70449885,NA,1.00940928441145,NA,0.5606,0.2449,0.0807,1.0406,2.2896,0.022,NA,"d23_ratio_ifn_il13","ch_qpcr_pos_trichuris"
"0",38,NA,0.202088039473684,NA,1.30983895564484,NA,0.327,0.1107,0.1099,0.544,2.9526,0.0032,0.239749131919705,"d23_ratio_ifn_il13","ch_qpcr_pos_ascaris"
"1",7,NA,-0.0203836857142857,NA,0.67060589932411,NA,0.5626,0.2455,0.0814,1.0438,2.2918,0.0219,NA,"d23_ratio_ifn_il13","ch_qpcr_pos_ascaris"
"0",121,203,0.578831990497256,0.547465881939886,0.799659315065114,0.854997298286313,0.0183,0.1241,-0.2248,0.2615,0.1479,0.8825,0.439259350804443,"d23_ratio_pro_il10","diar7d_t2"
"1",30,25,0.732157156164203,0.529704979338655,0.67377046975086,0.597845785329769,-0.2239,0.1826,-0.5817,0.1339,-1.2266,0.22,NA,"d23_ratio_pro_il10","diar7d_t2"
"0",138,211,0.615373314663344,0.572866235258985,0.778398536252993,0.814859321710768,-0.0027,0.1039,-0.2064,0.2009,-0.0264,0.9789,0.347714455674781,"d23_ratio_pro_il10","diar7d_t3"
"1",13,17,0.544759085504052,0.206083698683376,0.785103351061862,0.958371990976652,-0.2551,0.1746,-0.5974,0.0871,-1.4611,0.144,NA,"d23_ratio_pro_il10","diar7d_t3"
"0",101,160,0.566017092652292,0.56912151937391,0.764172532254783,0.886439399465242,0.05,0.114,-0.1735,0.2734,0.4382,0.6612,0.464708403786326,"d23_ratio_pro_il10","fever7d_t2"
"1",50,68,0.696713183544253,0.489981697315259,0.801752446313711,0.680365818950847,-0.1757,0.1776,-0.5238,0.1724,-0.9893,0.3225,NA,"d23_ratio_pro_il10","fever7d_t2"
"0",121,180,0.608942989184956,0.570186271792183,0.826072574082344,0.854826147811707,0.0119,0.1137,-0.2109,0.2347,0.1048,0.9166,0.446860433889478,"d23_ratio_pro_il10","fever7d_t3"
"1",30,48,0.610709461457148,0.453013949888964,0.543843064665159,0.728313003744199,-0.221,0.1804,-0.5746,0.1327,-1.2246,0.2207,NA,"d23_ratio_pro_il10","fever7d_t3"
"0",107,158,0.634590327621815,0.571200851971872,0.826239993090884,0.847512591388968,-0.01,0.1217,-0.2485,0.2285,-0.0819,0.9347,0.861456571692298,"d23_ratio_pro_il10","ch_pos_giardia"
"1",39,63,0.543442776069902,0.464174616175504,0.650579344098837,0.82685763367348,-0.0371,0.1695,-0.3692,0.2951,-0.2188,0.8268,NA,"d23_ratio_pro_il10","ch_pos_giardia"
"0",146,220,0.610242693988085,0.540659458494934,0.782059074573007,0.843114625085158,-0.0183,0.1034,-0.221,0.1843,-0.1774,0.8592,0.792218976692757,"d23_ratio_pro_il10","ch_pos_entamoeba"
"1",NA,1,NA,0.547654561727132,NA,NA,-0.2615,0.1761,-0.6067,0.0836,-1.4851,0.1375,NA,"d23_ratio_pro_il10","ch_pos_entamoeba"
"0",143,218,0.582780850684227,0.540474464262989,0.733132712597721,0.846213003312557,0.0106,0.1035,-0.1923,0.2135,0.1023,0.9185,0.753784111410927,"d23_ratio_pro_il10","ch_pos_crypto"
"1",3,3,1.91925722480529,0.556434073760318,1.88590945015219,0.377599866199522,-1.1224,1.0512,-3.1828,0.938,-1.0677,0.2856,NA,"d23_ratio_pro_il10","ch_pos_crypto"
